ticker,date,missing_required,missing_required_frac
BZ9.DU,2026-02-20,4,0.06896551724137931
BZG2.DU,2026-02-20,4,0.06896551724137931
CF2.DU,2026-02-20,4,0.06896551724137931
CFRXQ,2026-02-20,4,0.06896551724137931
CHQ1.DU,2026-02-20,4,0.06896551724137931
CNGL,2026-02-20,4,0.06896551724137931
CNN1.DU,2026-02-20,4,0.06896551724137931
CRYM,2026-02-20,4,0.06896551724137931
D7N.DU,2026-02-20,4,0.06896551724137931
DCFCQ,2026-02-20,4,0.06896551724137931
DD2.DU,2026-02-20,4,0.06896551724137931
DOMO.MC,2026-02-20,4,0.06896551724137931
DP5.DU,2026-02-20,4,0.06896551724137931
E3M.DU,2026-02-20,4,0.06896551724137931
EZV.DU,2026-02-20,4,0.06896551724137931
F1YN.DU,2026-02-20,4,0.06896551724137931
FHL.DU,2026-02-20,4,0.06896551724137931
FO8.DU,2026-02-20,4,0.06896551724137931
FORL,2026-02-20,4,0.06896551724137931
FRYA.DU,2026-02-20,4,0.06896551724137931
FVJ.DU,2026-02-20,4,0.06896551724137931
GAH.DU,2026-02-20,4,0.06896551724137931
GCL.TO,2026-02-20,4,0.06896551724137931
GULRY,2026-02-20,4,0.06896551724137931
HC1.DU,2026-02-20,4,0.06896551724137931
HO7.DU,2026-02-20,4,0.06896551724137931
IAL.DU,2026-02-20,4,0.06896551724137931
IMVIF,2026-02-20,4,0.06896551724137931
IPC.AX,2026-02-20,4,0.06896551724137931
IRON.L,2026-02-20,4,0.06896551724137931
IVS.DU,2026-02-20,4,0.06896551724137931
JAP.DU,2026-02-20,4,0.06896551724137931
JEP.DU,2026-02-20,4,0.06896551724137931
JHJ.DU,2026-02-20,4,0.06896551724137931
KALRQ,2026-02-20,4,0.06896551724137931
KC4.DU,2026-02-20,4,0.06896551724137931
KEE.DU,2026-02-20,4,0.06896551724137931
KOA.DU,2026-02-20,4,0.06896551724137931
KR51.DU,2026-02-20,4,0.06896551724137931
KY6.DU,2026-02-20,4,0.06896551724137931
L87.DU,2026-02-20,4,0.06896551724137931
LADX,2026-02-20,4,0.06896551724137931
LBTI,2026-02-20,4,0.06896551724137931
LGIQ,2026-02-20,4,0.06896551724137931
LHL.DU,2026-02-20,4,0.06896551724137931
LWB.DU,2026-02-20,4,0.06896551724137931
LWE.DU,2026-02-20,4,0.06896551724137931
MHPC,2026-02-20,4,0.06896551724137931
NEPTF,2026-02-20,4,0.06896551724137931
NJB.DU,2026-02-20,4,0.06896551724137931
NS7.DU,2026-02-20,4,0.06896551724137931
NTBLQ,2026-02-20,4,0.06896551724137931
NUO.DU,2026-02-20,4,0.06896551724137931
ORJ.DU,2026-02-20,4,0.06896551724137931
PC6.DU,2026-02-20,4,0.06896551724137931
PGV.DU,2026-02-20,4,0.06896551724137931
PQIA.DU,2026-02-20,4,0.06896551724137931
QAA.DU,2026-02-20,4,0.06896551724137931
QEN.DU,2026-02-20,4,0.06896551724137931
REDC.L,2026-02-20,4,0.06896551724137931
RLS.DU,2026-02-20,4,0.06896551724137931
RNLXD,2026-02-20,4,0.06896551724137931
RYC.DU,2026-02-20,4,0.06896551724137931
RZ2.DU,2026-02-20,4,0.06896551724137931
SEH.DU,2026-02-20,4,0.06896551724137931
SHPWQ,2026-02-20,4,0.06896551724137931
SKWC.DU,2026-02-20,4,0.06896551724137931
SLHGF,2026-02-20,4,0.06896551724137931
SM3.DU,2026-02-20,4,0.06896551724137931
SWF.DU,2026-02-20,4,0.06896551724137931
T0J2.DU,2026-02-20,4,0.06896551724137931
TD9.DU,2026-02-20,4,0.06896551724137931
TEQ.DU,2026-02-20,4,0.06896551724137931
TRC.L,2026-02-20,4,0.06896551724137931
TYP.DU,2026-02-20,4,0.06896551724137931
TZ1.DU,2026-02-20,4,0.06896551724137931
UAO.DU,2026-02-20,4,0.06896551724137931
UFABQ,2026-02-20,4,0.06896551724137931
VFP.DU,2026-02-20,4,0.06896551724137931
VRAYQ,2026-02-20,4,0.06896551724137931
WELNF,2026-02-20,4,0.06896551724137931
XEB.DU,2026-02-20,4,0.06896551724137931
Y8O.DU,2026-02-20,4,0.06896551724137931
YGMP.MC,2026-02-20,4,0.06896551724137931
YVRLF,2026-02-20,4,0.06896551724137931
ZEVY,2026-02-20,4,0.06896551724137931
AMEN.MC,2026-02-20,2,0.034482758620689655
BIMI,2026-02-20,2,0.034482758620689655
HTGMQ,2026-02-20,2,0.034482758620689655
MDVLQ,2026-02-20,2,0.034482758620689655
RNVA,2026-02-20,2,0.034482758620689655
SEELQ,2026-02-20,2,0.034482758620689655
SUNWQ,2026-02-20,2,0.034482758620689655
SYSX,2026-02-20,2,0.034482758620689655
TRAC,2026-02-20,2,0.034482758620689655
TTCFQ,2026-02-20,2,0.034482758620689655
YGFGF,2026-02-20,2,0.034482758620689655
YTENQ,2026-02-20,2,0.034482758620689655
013C.DU,2026-02-20,0,0.0
02M.DU,2026-02-20,0,0.0
04Q.DE,2026-02-20,0,0.0
0EF.DU,2026-02-20,0,0.0
0Q3.DE,2026-02-20,0,0.0
0QF.DE,2026-02-20,0,0.0
0YU.DU,2026-02-20,0,0.0
0ZC.DE,2026-02-20,0,0.0
11C.DU,2026-02-20,0,0.0
11L.DU,2026-02-20,0,0.0
12DA.DE,2026-02-20,0,0.0
12F.DU,2026-02-20,0,0.0
13M.DU,2026-02-20,0,0.0
13X.DU,2026-02-20,0,0.0
19X.DU,2026-02-20,0,0.0
1AL.DU,2026-02-20,0,0.0
1D6.DU,2026-02-20,0,0.0
1LRC.DU,2026-02-20,0,0.0
1NC.DU,2026-02-20,0,0.0
1QZ.DE,2026-02-20,0,0.0
1SI.DE,2026-02-20,0,0.0
1SXP.DE,2026-02-20,0,0.0
1U1.DE,2026-02-20,0,0.0
1WF.DU,2026-02-20,0,0.0
22UA.DE,2026-02-20,0,0.0
26CA.DU,2026-02-20,0,0.0
27J.DU,2026-02-20,0,0.0
2CL.DU,2026-02-20,0,0.0
2FE.DE,2026-02-20,0,0.0
2GB.DE,2026-02-20,0,0.0
2HP.DE,2026-02-20,0,0.0
2HQ0.DE,2026-02-20,0,0.0
2HRA.DE,2026-02-20,0,0.0
2M6.DE,2026-02-20,0,0.0
2OY.DE,2026-02-20,0,0.0
2PP.DE,2026-02-20,0,0.0
2RR.DU,2026-02-20,0,0.0
2S3.DU,2026-02-20,0,0.0
2SV.DU,2026-02-20,0,0.0
2VO.DU,2026-02-20,0,0.0
2ZP.DU,2026-02-20,0,0.0
33L.DE,2026-02-20,0,0.0
39EA.DU,2026-02-20,0,0.0
3AG1.DU,2026-02-20,0,0.0
3CP.DU,2026-02-20,0,0.0
3FO.F,2026-02-20,0,0.0
3IN.L,2026-02-20,0,0.0
3U6.DU,2026-02-20,0,0.0
3UX.DU,2026-02-20,0,0.0
3V64.DE,2026-02-20,0,0.0
45C.DU,2026-02-20,0,0.0
47V.DU,2026-02-20,0,0.0
480S.MC,2026-02-20,0,0.0
49V.DU,2026-02-20,0,0.0
49Z.DU,2026-02-20,0,0.0
4AB.DE,2026-02-20,0,0.0
4GE.DU,2026-02-20,0,0.0
4I1.DE,2026-02-20,0,0.0
4OQ1.DU,2026-02-20,0,0.0
4X0.VI,2026-02-20,0,0.0
55H0.DU,2026-02-20,0,0.0
5AP.DE,2026-02-20,0,0.0
5BG.DU,2026-02-20,0,0.0
5Q5.DE,2026-02-20,0,0.0
5UR.DE,2026-02-20,0,0.0
68V.DU,2026-02-20,0,0.0
6B0.DU,2026-02-20,0,0.0
6B6.DU,2026-02-20,0,0.0
6MK.DE,2026-02-20,0,0.0
6PU.DU,2026-02-20,0,0.0
6RJ0.DU,2026-02-20,0,0.0
6RV.DU,2026-02-20,0,0.0
6Z1.DE,2026-02-20,0,0.0
71Y.DU,2026-02-20,0,0.0
74SW.PA,2026-02-20,0,0.0
7B0.DU,2026-02-20,0,0.0
7HP.DE,2026-02-20,0,0.0
7KY.DU,2026-02-20,0,0.0
7XP.DU,2026-02-20,0,0.0
7XU.DU,2026-02-20,0,0.0
80M.L,2026-02-20,0,0.0
82W.DU,2026-02-20,0,0.0
88E.AX,2026-02-20,0,0.0
8GC.DU,2026-02-20,0,0.0
8GM.DE,2026-02-20,0,0.0
8TRA.DE,2026-02-20,0,0.0
8XP.DU,2026-02-20,0,0.0
93M1.DE,2026-02-20,0,0.0
99U.DU,2026-02-20,0,0.0
9A2.DU,2026-02-20,0,0.0
9CF.DU,2026-02-20,0,0.0
9UV.DU,2026-02-20,0,0.0
A,2026-02-20,0,0.0
A1G.AX,2026-02-20,0,0.0
A1OS.DE,2026-02-20,0,0.0
A3M.MC,2026-02-20,0,0.0
A6I.DU,2026-02-20,0,0.0
AA,2026-02-20,0,0.0
AA4.F,2026-02-20,0,0.0
AACG,2026-02-20,0,0.0
AAD.DE,2026-02-20,0,0.0
AAEV.L,2026-02-20,0,0.0
AAF.L,2026-02-20,0,0.0
AAG.DE,2026-02-20,0,0.0
AAGIY,2026-02-20,0,0.0
AAL,2026-02-20,0,0.0
AAL.L,2026-02-20,0,0.0
AALB.AS,2026-02-20,0,0.0
AAME,2026-02-20,0,0.0
AAOI,2026-02-20,0,0.0
AAP,2026-02-20,0,0.0
AAPL,2026-02-20,0,0.0
AATC,2026-02-20,0,0.0
AAUC.TO,2026-02-20,0,0.0
AAV.TO,2026-02-20,0,0.0
AB.PA,2026-02-20,0,0.0
AB9.DE,2026-02-20,0,0.0
ABAT,2026-02-20,0,0.0
ABBN.SW,2026-02-20,0,0.0
ABBNY,2026-02-20,0,0.0
ABBRF,2026-02-20,0,0.0
ABBV,2026-02-20,0,0.0
ABCA.PA,2026-02-20,0,0.0
ABCL,2026-02-20,0,0.0
ABDN.L,2026-02-20,0,0.0
ABDX.L,2026-02-20,0,0.0
ABEA.DE,2026-02-20,0,0.0
ABEC.DE,2026-02-20,0,0.0
ABEO,2026-02-20,0,0.0
ABEPF,2026-02-20,0,0.0
ABEV,2026-02-20,0,0.0
ABF.L,2026-02-20,0,0.0
ABG,2026-02-20,0,0.0
ABI.BR,2026-02-20,0,0.0
ABL,2026-02-20,0,0.0
ABLV,2026-02-20,0,0.0
ABM,2026-02-20,0,0.0
ABN.AS,2026-02-20,0,0.0
ABNB,2026-02-20,0,0.0
ABNX.PA,2026-02-20,0,0.0
ABO.DE,2026-02-20,0,0.0
ABOS,2026-02-20,0,0.0
ABP,2026-02-20,0,0.0
ABR0.DE,2026-02-20,0,0.0
ABRA.TO,2026-02-20,0,0.0
ABSI,2026-02-20,0,0.0
ABT,2026-02-20,0,0.0
ABTC,2026-02-20,0,0.0
ABTS,2026-02-20,0,0.0
ABUS,2026-02-20,0,0.0
ABVC,2026-02-20,0,0.0
ABVE,2026-02-20,0,0.0
ABVX,2026-02-20,0,0.0
ABVX.PA,2026-02-20,0,0.0
ABX,2026-02-20,0,0.0
ABX.TO,2026-02-20,0,0.0
ABXXF,2026-02-20,0,0.0
AC.PA,2026-02-20,0,0.0
AC.TO,2026-02-20,0,0.0
ACA,2026-02-20,0,0.0
ACA.PA,2026-02-20,0,0.0
ACAD,2026-02-20,0,0.0
ACB,2026-02-20,0,0.0
ACB.TO,2026-02-20,0,0.0
ACDC,2026-02-20,0,0.0
ACET,2026-02-20,0,0.0
ACFN,2026-02-20,0,0.0
ACG.F,2026-02-20,0,0.0
ACGL,2026-02-20,0,0.0
ACH,2026-02-20,0,0.0
ACHC,2026-02-20,0,0.0
ACHR,2026-02-20,0,0.0
ACHV,2026-02-20,0,0.0
ACI,2026-02-20,0,0.0
ACIC,2026-02-20,0,0.0
ACIU,2026-02-20,0,0.0
ACLLY,2026-02-20,0,0.0
ACLN.SW,2026-02-20,0,0.0
ACLS,2026-02-20,0,0.0
ACLX,2026-02-20,0,0.0
ACM,2026-02-20,0,0.0
ACMR,2026-02-20,0,0.0
ACN,2026-02-20,0,0.0
ACOG,2026-02-20,0,0.0
ACOMO.AS,2026-02-20,0,0.0
ACON,2026-02-20,0,0.0
ACOPY,2026-02-20,0,0.0
ACQ.TO,2026-02-20,0,0.0
ACR,2026-02-20,0,0.0
ACRE,2026-02-20,0,0.0
ACRM.L,2026-02-20,0,0.0
ACRS,2026-02-20,0,0.0
ACRV,2026-02-20,0,0.0
ACS.MC,2026-02-20,0,0.0
ACT.DE,2026-02-20,0,0.0
ACTG,2026-02-20,0,0.0
ACTU,2026-02-20,0,0.0
ACU,2026-02-20,0,0.0
ACX.DE,2026-02-20,0,0.0
ACX.MC,2026-02-20,0,0.0
ACX.TO,2026-02-20,0,0.0
ACXP,2026-02-20,0,0.0
AD.AS,2026-02-20,0,0.0
ADAG,2026-02-20,0,0.0
ADAPY,2026-02-20,0,0.0
ADB.DE,2026-02-20,0,0.0
ADBE,2026-02-20,0,0.0
ADC,2026-02-20,0,0.0
ADDYY,2026-02-20,0,0.0
ADE.DE,2026-02-20,0,0.0
ADEA,2026-02-20,0,0.0
ADEN.SW,2026-02-20,0,0.0
ADEN.TO,2026-02-20,0,0.0
ADGM,2026-02-20,0,0.0
ADI,2026-02-20,0,0.0
ADIL,2026-02-20,0,0.0
ADJ.DE,2026-02-20,0,0.0
ADM,2026-02-20,0,0.0
ADM.L,2026-02-20,0,0.0
ADMA,2026-02-20,0,0.0
ADN.TO,2026-02-20,0,0.0
ADN1.DE,2026-02-20,0,0.0
ADNH,2026-02-20,0,0.0
ADOC.PA,2026-02-20,0,0.0
ADP,2026-02-20,0,0.0
ADP.PA,2026-02-20,0,0.0
ADPT,2026-02-20,0,0.0
ADRNY,2026-02-20,0,0.0
ADS.DE,2026-02-20,0,0.0
ADSE,2026-02-20,0,0.0
ADSK,2026-02-20,0,0.0
ADT,2026-02-20,0,0.0
ADTI,2026-02-20,0,0.0
ADTN,2026-02-20,0,0.0
ADTX,2026-02-20,0,0.0
ADUR,2026-02-20,0,0.0
ADV,2026-02-20,0,0.0
ADVN.SW,2026-02-20,0,0.0
ADX.MC,2026-02-20,0,0.0
ADXN,2026-02-20,0,0.0
ADYEN.AS,2026-02-20,0,0.0
ADYEY,2026-02-20,0,0.0
ADZ.MC,2026-02-20,0,0.0
AE9.DU,2026-02-20,0,0.0
AEC1.DE,2026-02-20,0,0.0
AED.BR,2026-02-20,0,0.0
AEDAS.MC,2026-02-20,0,0.0
AEE,2026-02-20,0,0.0
AEG,2026-02-20,0,0.0
AEG.L,2026-02-20,0,0.0
AEHL,2026-02-20,0,0.0
AEHR,2026-02-20,0,0.0
AEI,2026-02-20,0,0.0
AEIN.DE,2026-02-20,0,0.0
AEIS,2026-02-20,0,0.0
AELIS.PA,2026-02-20,0,0.0
AEM,2026-02-20,0,0.0
AEM.TO,2026-02-20,0,0.0
AEMD,2026-02-20,0,0.0
AENA.MC,2026-02-20,0,0.0
AEO,2026-02-20,0,0.0
AEO.L,2026-02-20,0,0.0
AEON,2026-02-20,0,0.0
AEP,2026-02-20,0,0.0
AER,2026-02-20,0,0.0
AES,2026-02-20,0,0.0
AESI,2026-02-20,0,0.0
AETUF,2026-02-20,0,0.0
AEVA,2026-02-20,0,0.0
AEWU.L,2026-02-20,0,0.0
AEYE,2026-02-20,0,0.0
AF.PA,2026-02-20,0,0.0
AFC.L,2026-02-20,0,0.0
AFCG,2026-02-20,0,0.0
AFG,2026-02-20,0,0.0
AFIB,2026-02-20,0,0.0
AFJKU,2026-02-20,0,0.0
AFL,2026-02-20,0,0.0
AFMDQ,2026-02-20,0,0.0
AFN.TO,2026-02-20,0,0.0
AFRI,2026-02-20,0,0.0
AFRM,2026-02-20,0,0.0
AFX.DE,2026-02-20,0,0.0
AG,2026-02-20,0,0.0
AG.TO,2026-02-20,0,0.0
AG1.DE,2026-02-20,0,0.0
AGAE,2026-02-20,0,0.0
AGCO,2026-02-20,0,0.0
AGEN,2026-02-20,0,0.0
AGI,2026-02-20,0,0.0
AGI.TO,2026-02-20,0,0.0
AGIG,2026-02-20,0,0.0
AGIL.MC,2026-02-20,0,0.0
AGILQ,2026-02-20,0,0.0
AGJ.DU,2026-02-20,0,0.0
AGLXY,2026-02-20,0,0.0
AGM,2026-02-20,0,0.0
AGMH,2026-02-20,0,0.0
AGN.AS,2026-02-20,0,0.0
AGNC,2026-02-20,0,0.0
AGPU,2026-02-20,0,0.0
AGRO,2026-02-20,0,0.0
AGX,2026-02-20,0,0.0
AGY.L,2026-02-20,0,0.0
AH91.F,2026-02-20,0,0.0
AHCO,2026-02-20,0,0.0
AHG,2026-02-20,0,0.0
AHH,2026-02-20,0,0.0
AHLA.DE,2026-02-20,0,0.0
AHR,2026-02-20,0,0.0
AHT.L,2026-02-20,0,0.0
AI,2026-02-20,0,0.0
AI.MC,2026-02-20,0,0.0
AI.PA,2026-02-20,0,0.0
AI.TO,2026-02-20,0,0.0
AIAD,2026-02-20,0,0.0
AIBG.L,2026-02-20,0,0.0
AIEA.L,2026-02-20,0,0.0
AIEV,2026-02-20,0,0.0
AIF.TO,2026-02-20,0,0.0
AIFF,2026-02-20,0,0.0
AIG,2026-02-20,0,0.0
AIHS,2026-02-20,0,0.0
AII.TO,2026-02-20,0,0.0
AIIO,2026-02-20,0,0.0
AIM,2026-02-20,0,0.0
AIM.TO,2026-02-20,0,0.0
AIOS,2026-02-20,0,0.0
AIOT,2026-02-20,0,0.0
AIP,2026-02-20,0,0.0
AIR,2026-02-20,0,0.0
AIRE,2026-02-20,0,0.0
AIRG,2026-02-20,0,0.0
AIRI,2026-02-20,0,0.0
AIRS,2026-02-20,0,0.0
AISP,2026-02-20,0,0.0
AIV,2026-02-20,0,0.0
AIXA.DE,2026-02-20,0,0.0
AIXC,2026-02-20,0,0.0
AIXI,2026-02-20,0,0.0
AJAX.AS,2026-02-20,0,0.0
AJG,2026-02-20,0,0.0
AKAM,2026-02-20,0,0.0
AKAN,2026-02-20,0,0.0
AKBA,2026-02-20,0,0.0
AKE.PA,2026-02-20,0,0.0
AKW.PA,2026-02-20,0,0.0
AKZA.AS,2026-02-20,0,0.0
AL,2026-02-20,0,0.0
AL2SI.PA,2026-02-20,0,0.0
ALA.TO,2026-02-20,0,0.0
ALAB,2026-02-20,0,0.0
ALAFY.PA,2026-02-20,0,0.0
ALAIR.PA,2026-02-20,0,0.0
ALAMA.PA,2026-02-20,0,0.0
ALAR,2026-02-20,0,0.0
ALATA.PA,2026-02-20,0,0.0
ALATI.PA,2026-02-20,0,0.0
ALAUD.PA,2026-02-20,0,0.0
ALB,2026-02-20,0,0.0
ALBA.L,2026-02-20,0,0.0
ALBFR.PA,2026-02-20,0,0.0
ALBIO.PA,2026-02-20,0,0.0
ALBIZ.PA,2026-02-20,0,0.0
ALBOA.PA,2026-02-20,0,0.0
ALBPK.PA,2026-02-20,0,0.0
